timestamp_ms,render_fps,capture_hz,capture_ms,upload_ms,draw_ms,queue_depth,dropped_frames,total_captured,snapshot_save_ms,recording_encode_ms,capture_timestamp_ms,render_timestamp_ms,pipeline_latency_ms
1388932379,29.08,29.89,16.29,2.95,0.08,3.00,23,2674,0.00,0.00,1388932283.000,1388932345.000,96.000
1388932418,29.08,29.89,33.70,6.85,0.13,3.00,23,2675,0.00,0.00,1388932316.000,1388932379.000,96.000
1388932451,29.08,29.89,30.04,5.50,0.14,3.00,23,2676,0.00,0.00,1388932341.000,1388932418.000,102.000
1388932486,29.08,29.89,38.42,6.22,0.15,3.00,23,2677,0.00,0.00,1388932358.000,1388932451.000,110.000
1388932521,29.08,29.89,35.08,6.98,0.16,3.00,23,2678,0.00,0.00,1388932394.000,1388932486.000,128.000
1388932555,29.08,29.89,36.83,6.98,0.15,3.00,23,2679,0.00,0.00,1388932424.000,1388932521.000,127.000
1388932589,29.08,29.89,32.26,6.30,0.15,3.00,23,2680,0.00,0.00,1388932464.000,1388932555.000,131.000
1388932624,29.24,30.00,36.97,6.66,0.15,3.00,23,2681,0.00,0.00,1388932500.000,1388932589.000,125.000
1388932656,29.24,30.00,31.65,5.49,0.14,3.00,23,2682,0.00,0.00,1388932537.000,1388932624.000,124.000
1388932690,29.24,30.00,25.32,5.37,0.07,3.00,23,2683,0.00,0.00,1388932570.000,1388932656.000,119.000
1388932726,29.24,30.00,31.75,6.56,0.17,3.00,23,2684,0.00,0.00,1388932608.000,1388932690.000,120.000
1388932759,29.24,30.00,37.10,5.54,0.08,3.00,23,2685,0.00,0.00,1388932642.000,1388932726.000,118.000
1388932793,29.24,30.00,32.84,5.00,0.06,3.00,23,2686,0.00,0.00,1388932668.000,1388932759.000,117.000
1388932828,29.24,30.00,34.58,5.48,0.25,3.00,23,2687,0.00,0.00,1388932701.000,1388932794.000,126.000
1388932864,29.24,30.00,34.08,6.91,0.21,3.00,23,2688,0.00,0.00,1388932739.000,1388932829.000,128.000
1388932898,29.24,30.00,31.04,7.11,0.23,3.00,23,2689,0.00,0.00,1388932772.000,1388932864.000,125.000
1388932933,29.24,30.00,35.44,6.44,0.17,3.00,23,2690,0.00,0.00,1388932807.000,1388932899.000,127.000
1388932967,29.24,30.00,29.59,7.27,0.23,3.00,23,2691,0.00,0.00,1388932842.000,1388932933.000,126.000
1388933001,29.24,30.00,36.46,6.56,0.17,3.00,23,2692,0.00,0.00,1388932874.000,1388932968.000,126.000
1388933034,29.24,30.00,35.22,6.03,0.05,3.00,23,2693,0.00,0.00,1388932910.000,1388933001.000,127.000
1388933070,29.24,30.00,31.91,6.33,0.21,3.00,23,2694,0.00,0.00,1388932940.000,1388933034.000,124.000
1388933103,29.24,30.00,35.88,6.82,0.16,3.00,23,2695,0.00,0.00,1388932977.000,1388933070.000,130.000
1388933139,29.24,30.00,32.75,6.93,0.21,3.00,23,2696,0.00,0.00,1388933013.000,1388933104.000,127.000
1388933174,29.24,30.00,31.64,7.77,0.24,3.00,23,2697,0.00,0.00,1388933046.000,1388933139.000,126.000
1388933208,29.24,30.00,32.68,6.66,0.16,3.00,23,2698,0.00,0.00,1388933082.000,1388933174.000,128.000
1388933241,29.24,30.00,32.34,6.96,0.15,3.00,23,2699,0.00,0.00,1388933116.000,1388933208.000,126.000
1388933276,29.24,30.00,32.70,7.30,0.26,3.00,23,2700,0.00,0.00,1388933148.000,1388933242.000,126.000
1388933310,29.24,30.00,32.92,7.28,0.22,3.00,23,2701,0.00,0.00,1388933182.000,1388933276.000,128.000
1388933342,29.24,30.00,32.07,5.21,0.16,3.00,23,2702,0.00,0.00,1388933215.000,1388933311.000,129.000
1388933375,29.24,30.00,19.82,3.86,0.07,3.00,24,2704,0.00,0.00,1388933282.000,1388933342.000,127.000
1388933409,29.24,30.00,22.45,3.61,0.06,3.00,24,2705,0.00,0.00,1388933316.000,1388933375.000,93.000
1388933446,29.24,30.00,31.59,5.58,0.14,3.00,24,2706,0.00,0.00,1388933349.000,1388933409.000,93.000
1388933480,29.24,30.00,41.87,5.67,0.16,3.00,24,2707,0.00,0.00,1388933369.000,1388933446.000,97.000
1388933515,29.24,30.00,35.15,6.77,0.22,3.00,24,2708,0.00,0.00,1388933393.000,1388933480.000,111.000
1388933550,29.24,30.00,34.80,6.69,0.16,3.00,24,2709,0.00,0.00,1388933425.000,1388933515.000,122.000
1388933584,29.24,30.00,32.68,7.44,0.16,3.00,24,2710,0.00,0.00,1388933468.000,1388933550.000,125.000
1388933618,29.24,29.85,38.94,6.72,0.23,3.00,24,2711,0.00,0.00,1388933504.000,1388933584.000,116.000
1388933652,29.17,29.85,36.17,6.51,0.16,3.00,24,2712,0.00,0.00,1388933539.000,1388933618.000,114.000
1388933688,29.17,29.85,31.95,8.07,0.15,3.00,24,2713,0.00,0.00,1388933573.000,1388933653.000,114.000
1388933722,29.17,29.85,32.25,7.41,0.16,3.00,24,2714,0.00,0.00,1388933613.000,1388933689.000,116.000
1388933756,29.17,29.85,32.31,6.81,0.16,3.00,24,2715,0.00,0.00,1388933650.000,1388933722.000,109.000
1388933790,29.17,29.85,31.96,7.21,0.19,3.00,24,2716,0.00,0.00,1388933683.000,1388933756.000,106.000
