timestamp_ms,render_fps,capture_hz,capture_ms,upload_ms,draw_ms,queue_depth,dropped_frames,total_captured,snapshot_save_ms,recording_encode_ms,capture_timestamp_ms,render_timestamp_ms,pipeline_latency_ms
1390834358,94.72,29.99,31.93,4.22,0.05,0.00,0,385,0.00,0.00,1390834342.000,1390834339.000,29.000
1390834359,94.72,29.99,31.93,4.22,0.02,0.00,0,385,0.00,0.00,1390834342.000,1390834358.000,16.000
1390834370,94.72,29.99,31.93,4.22,0.05,0.00,0,385,0.00,0.00,1390834342.000,1390834359.000,17.000
1390834376,94.72,29.99,29.54,2.89,0.06,0.00,0,386,0.00,0.00,1390834373.000,1390834370.000,28.000
1390834386,94.72,29.99,29.54,2.89,0.03,0.00,0,386,0.00,0.00,1390834373.000,1390834376.000,3.000
1390834406,94.72,29.99,27.15,3.00,0.06,0.00,0,387,0.00,0.00,1390834400.000,1390834386.000,13.000
1390834420,94.72,29.99,27.15,3.00,0.04,0.00,0,387,0.00,0.00,1390834400.000,1390834406.000,6.000
1390834423,94.72,29.99,27.15,3.00,0.02,0.00,0,387,0.00,0.00,1390834400.000,1390834420.000,20.000
1390834436,94.72,29.99,27.15,3.00,0.02,0.00,0,387,0.00,0.00,1390834400.000,1390834423.000,23.000
1390834459,94.72,29.99,38.79,5.27,0.05,0.00,0,388,0.00,0.00,1390834439.000,1390834436.000,36.000
1390834470,94.72,29.99,38.79,5.27,0.03,0.00,0,388,0.00,0.00,1390834439.000,1390834459.000,20.000
1390834492,94.72,29.99,33.54,5.04,0.04,0.00,0,389,0.00,0.00,1390834473.000,1390834470.000,31.000
1390834503,94.72,29.99,33.54,5.04,0.02,0.00,0,389,0.00,0.00,1390834473.000,1390834492.000,19.000
1390834526,94.72,29.99,33.71,5.11,0.05,0.00,0,390,0.00,0.00,1390834508.000,1390834503.000,30.000
1390834536,94.72,29.99,33.71,5.11,0.05,0.00,0,390,0.00,0.00,1390834508.000,1390834526.000,18.000
1390834539,94.72,29.99,33.71,5.11,0.02,0.00,0,390,0.00,0.00,1390834508.000,1390834536.000,28.000
1390834559,94.72,29.99,33.54,4.83,0.05,0.00,0,391,0.00,0.00,1390834542.000,1390834540.000,32.000
1390834559,94.72,29.99,33.54,4.83,0.02,0.00,0,391,0.00,0.00,1390834542.000,1390834559.000,17.000
1390834569,94.72,29.99,33.54,4.83,0.02,0.00,0,391,0.00,0.00,1390834542.000,1390834559.000,17.000
1390834593,94.72,29.99,33.02,5.81,0.04,0.00,0,392,0.00,0.00,1390834575.000,1390834569.000,27.000
1390834603,94.72,29.99,33.02,5.81,0.03,0.00,0,392,0.00,0.00,1390834575.000,1390834593.000,18.000
1390834626,94.72,29.93,37.14,5.21,0.04,0.00,0,393,0.00,0.00,1390834613.000,1390834603.000,28.000
1390834636,76.39,29.93,37.14,5.21,0.03,0.00,0,393,0.00,0.00,1390834613.000,1390834626.000,13.000
1390834660,76.39,29.93,31.15,5.88,0.04,0.00,0,394,0.00,0.00,1390834645.000,1390834636.000,23.000
1390834669,76.39,29.93,31.15,5.88,0.02,0.00,0,394,0.00,0.00,1390834645.000,1390834660.000,15.000
1390834693,76.39,29.93,35.00,6.00,0.04,0.00,0,395,0.00,0.00,1390834680.000,1390834670.000,25.000
1390834703,76.39,29.93,35.00,6.00,0.02,0.00,0,395,0.00,0.00,1390834680.000,1390834693.000,13.000
1390834726,76.39,29.93,32.04,5.60,0.04,0.00,0,396,0.00,0.00,1390834713.000,1390834703.000,23.000
1390834736,76.39,29.93,32.04,5.60,0.03,0.00,0,396,0.00,0.00,1390834713.000,1390834726.000,13.000
1390834760,76.39,29.93,30.74,5.34,0.05,0.00,0,397,0.00,0.00,1390834745.000,1390834736.000,23.000
1390834770,76.39,29.93,30.74,5.34,0.03,0.00,0,397,0.00,0.00,1390834745.000,1390834760.000,15.000
1390834792,76.39,29.93,34.08,5.78,0.04,0.00,0,398,0.00,0.00,1390834781.000,1390834770.000,25.000
1390834803,76.39,29.93,34.08,5.78,0.02,0.00,0,398,0.00,0.00,1390834781.000,1390834793.000,12.000
1390834826,76.39,29.93,31.18,5.54,0.04,0.00,0,399,0.00,0.00,1390834813.000,1390834803.000,22.000
1390834836,76.39,29.93,31.18,5.54,0.03,0.00,0,399,0.00,0.00,1390834813.000,1390834826.000,13.000
1390834859,76.39,29.93,31.65,5.49,0.05,0.00,0,400,0.00,0.00,1390834845.000,1390834836.000,23.000
1390834869,76.39,29.93,31.65,5.49,0.03,0.00,0,400,0.00,0.00,1390834845.000,1390834859.000,14.000
1390834893,76.39,29.93,32.66,5.67,0.05,0.00,0,401,0.00,0.00,1390834879.000,1390834870.000,25.000
1390834903,76.39,29.93,32.66,5.67,0.03,0.00,0,401,0.00,0.00,1390834879.000,1390834893.000,14.000
1390834927,76.39,29.93,33.18,5.95,0.04,0.00,0,402,0.00,0.00,1390834912.000,1390834903.000,24.000
1390834936,76.39,29.93,33.18,5.95,0.07,0.00,0,402,0.00,0.00,1390834912.000,1390834927.000,15.000
1390834940,76.39,29.93,33.18,5.95,0.02,0.00,0,402,0.00,0.00,1390834912.000,1390834937.000,25.000
1390834959,76.39,29.93,33.60,4.99,0.05,0.00,0,403,0.00,0.00,1390834946.000,1390834940.000,28.000
1390834959,76.39,29.93,33.60,4.99,0.02,0.00,0,403,0.00,0.00,1390834946.000,1390834959.000,13.000
1390834969,76.39,29.93,33.60,4.99,0.02,0.00,0,403,0.00,0.00,1390834946.000,1390834959.000,13.000
1390834993,76.39,29.93,31.10,5.15,0.04,0.00,0,404,0.00,0.00,1390834978.000,1390834970.000,24.000
1390835003,76.39,29.93,31.10,5.15,0.02,0.00,0,404,0.00,0.00,1390834978.000,1390834993.000,15.000
1390835026,76.39,29.93,35.22,5.47,0.04,0.00,0,405,0.00,0.00,1390835014.000,1390835003.000,25.000
1390835036,76.39,29.93,35.22,5.47,0.03,0.00,0,405,0.00,0.00,1390835014.000,1390835026.000,12.000
1390835059,76.39,29.93,31.46,5.31,0.09,0.00,0,406,0.00,0.00,1390835045.000,1390835036.000,22.000
1390835075,76.39,29.93,31.46,5.31,0.02,0.00,0,406,0.00,0.00,1390835045.000,1390835059.000,14.000
1390835092,76.39,29.93,31.87,5.39,0.11,0.00,0,407,0.00,0.00,1390835078.000,1390835075.000,30.000
1390835093,76.39,29.93,31.87,5.39,0.02,0.00,0,407,0.00,0.00,1390835078.000,1390835092.000,14.000
1390835103,76.39,29.93,31.87,5.39,0.02,0.00,0,407,0.00,0.00,1390835078.000,1390835093.000,15.000
1390835125,76.39,29.93,33.52,5.38,0.08,0.00,0,408,0.00,0.00,1390835112.000,1390835103.000,25.000
1390835136,76.39,29.93,33.52,5.38,0.02,0.00,0,408,0.00,0.00,1390835112.000,1390835126.000,14.000
1390835158,76.39,29.93,34.50,5.26,0.03,0.00,0,409,0.00,0.00,1390835147.000,1390835136.000,24.000
1390835169,76.39,29.93,34.50,5.26,0.02,0.00,0,409,0.00,0.00,1390835147.000,1390835159.000,12.000
1390835192,76.39,29.93,32.61,5.53,0.04,0.00,0,410,0.00,0.00,1390835180.000,1390835169.000,22.000
1390835203,76.39,29.93,32.61,5.53,0.02,0.00,0,410,0.00,0.00,1390835180.000,1390835192.000,12.000
1390835226,76.39,29.93,31.97,5.79,0.08,0.00,0,411,0.00,0.00,1390835212.000,1390835203.000,23.000
1390835236,76.39,29.93,31.97,5.79,0.02,0.00,0,411,0.00,0.00,1390835212.000,1390835226.000,14.000
1390835260,76.39,29.93,33.44,4.93,0.04,0.00,0,412,0.00,0.00,1390835246.000,1390835236.000,24.000
1390835270,76.39,29.93,33.44,4.93,0.03,0.00,0,412,0.00,0.00,1390835246.000,1390835260.000,14.000
1390835293,76.39,29.93,33.85,5.94,0.04,0.00,0,413,0.00,0.00,1390835281.000,1390835270.000,24.000
1390835303,76.39,29.93,33.85,5.94,0.03,0.00,0,413,0.00,0.00,1390835281.000,1390835293.000,12.000
1390835307,76.39,29.93,33.85,5.94,0.02,0.00,0,413,0.00,0.00,1390835281.000,1390835303.000,22.000
1390835326,76.39,29.93,30.64,5.50,0.04,0.00,0,414,0.00,0.00,1390835312.000,1390835307.000,26.000
1390835326,76.39,29.93,30.64,5.50,0.02,0.00,0,414,0.00,0.00,1390835312.000,1390835326.000,14.000
1390835336,76.39,29.93,30.64,5.50,0.02,0.00,0,414,0.00,0.00,1390835312.000,1390835326.000,14.000
1390835359,76.39,29.93,31.87,4.52,0.05,0.00,0,415,0.00,0.00,1390835344.000,1390835336.000,24.000
1390835370,76.39,29.93,31.87,4.52,0.04,0.00,0,415,0.00,0.00,1390835344.000,1390835359.000,15.000
1390835373,76.39,29.93,31.87,4.52,0.02,0.00,0,415,0.00,0.00,1390835344.000,1390835370.000,26.000
1390835390,76.39,29.93,29.18,3.52,0.08,0.00,0,416,0.00,0.00,1390835374.000,1390835373.000,29.000
1390835391,76.39,29.93,29.18,3.52,0.05,0.00,0,416,0.00,0.00,1390835374.000,1390835391.000,17.000
